id,name,lat,lng,description,cuisine,style,created_at,updated_at,area,phone,,,price,reserve_url,mobile_reserve_url,image_url,city,state,address,postal_code,country,url,menu_url
408,John Barleycorn - River North,41.888947,-87.633322,,,,2018-12-02 20:34:41.890855,2018-12-02 20:34:41.890855,Chicago / Illinois,7733488899,,,2,http://www.opentable.com/single.aspx?rid=97204,http://mobile.opentable.com/opentable/?restId=97204,https://www.opentable.com/img/restimages/97204.jpg,Chicago,IL,149 W Kinzie St,60654,US,,
409,Crossroads at House of Blues - Chicago,41.888098,-87.629431,,,,2018-12-02 20:34:41.893473,2018-12-02 20:34:41.893473,Chicago / Illinois,3129232000x,,,2,http://www.opentable.com/single.aspx?rid=78658,http://mobile.opentable.com/opentable/?restId=78658,https://www.opentable.com/img/restimages/78658.jpg,Chicago,IL,329 N. Dearborn St.,60654,US,,
410,GT Fish and Oyster,41.891788,-87.633923,,,,2018-12-02 20:34:41.89688,2018-12-02 20:34:41.89688,Chicago / Illinois,3129293501x,,,3,http://www.opentable.com/single.aspx?rid=58459,http://mobile.opentable.com/opentable/?restId=58459,https://www.opentable.com/img/restimages/58459.jpg,Chicago,IL,531 N Wells St,60654,US,,
411,Devon Seafood Grill - Chicago,41.897,-87.627,,,,2018-12-02 20:34:41.900403,2018-12-02 20:34:41.900403,Chicago / Illinois,3124408660x,,,3,http://www.opentable.com/single.aspx?rid=6188,http://mobile.opentable.com/opentable/?restId=6188,https://www.opentable.com/img/restimages/6188.jpg,Chicago,IL,39 E. Chicago Avenue,60610,US,,
412,Gosu,41.927172,-87.697125,,,,2018-12-02 20:34:41.903214,2018-12-02 20:34:41.903214,Chicago / Illinois,7732767330,,,2,http://www.opentable.com/single.aspx?rid=108463,http://mobile.opentable.com/opentable/?restId=108463,https://www.opentable.com/img/restimages/108463.jpg,Chicago,IL,2515 N California Ave,60647,US,,
413,NoMI,41.896837,-87.624899,,,,2018-12-02 20:34:41.90558,2018-12-02 20:34:41.90558,Chicago / Illinois,3122394030x,,,3,http://www.opentable.com/single.aspx?rid=1479,http://mobile.opentable.com/opentable/?restId=1479,https://www.opentable.com/img/restimages/1479.jpg,Chicago,IL,800 North Michigan Avenue,60611,US,,
414,Viaggio at the Park,41.925278,-87.639358,,,,2018-12-02 20:34:41.908029,2018-12-02 20:34:41.908029,Chicago / Illinois,7737473333x,,,2,http://www.opentable.com/single.aspx?rid=85000,http://mobile.opentable.com/opentable/?restId=85000,https://www.opentable.com/img/restimages/85000.jpg,Chicago,IL,401 Fullerton Parkway,60614,US,,
415,Untitled,41.88908,-87.631652,,,,2018-12-02 20:34:41.910346,2018-12-02 20:34:41.910346,Chicago / Illinois,312-880-1511x,,,3,http://www.opentable.com/single.aspx?rid=89623,http://mobile.opentable.com/opentable/?restId=89623,https://www.opentable.com/img/restimages/89623.jpg,Chicago,IL,111 West Kinzie,60654,US,,
416,Gari Sushi & Asian Bistro,41.896175,-87.677916,,,,2018-12-02 20:34:41.912663,2018-12-02 20:34:41.912663,Chicago / Illinois,7734861118x,,,2,http://www.opentable.com/single.aspx?rid=107938,http://mobile.opentable.com/opentable/?restId=107938,https://www.opentable.com/img/restimages/107938.jpg,Chicago,IL,2020 W. Chicago Ave,60622,US,,
417,Balsan at the Waldorf Astoria Chicago,41.899718,-87.627768,,,,2018-12-02 20:34:41.915331,2018-12-02 20:34:41.915331,Chicago / Illinois,3126461400x,,,3,http://www.opentable.com/single.aspx?rid=45067,http://mobile.opentable.com/opentable/?restId=45067,https://www.opentable.com/img/restimages/45067.jpg,Chicago,IL,11 East Walton Street,60611,US,,
418,Trellis,41.926137,-87.658807,,,,2018-12-02 20:34:41.918235,2018-12-02 20:34:41.918235,Chicago / Illinois,7736446441x,,,2,http://www.opentable.com/single.aspx?rid=115513,http://mobile.opentable.com/opentable/?restId=115513,https://www.opentable.com/img/restimages/115513.jpg,Chicago,IL,2426 N Racine Ave,60614,US,,
419,Davanti Enoteca - River North,41.890152,-87.627541,,,,2018-12-02 20:34:41.921195,2018-12-02 20:34:41.921195,Chicago / Illinois,3126055900x,,,2,http://www.opentable.com/single.aspx?rid=110845,http://mobile.opentable.com/opentable/?restId=110845,https://www.opentable.com/img/restimages/110845.jpg,Chicago,IL,30 E Hubbard St.,60611,US,,
420,Pizza House 1647,41.915826,-87.669632,,,,2018-12-02 20:34:41.923619,2018-12-02 20:34:41.923619,Chicago / Illinois,7732523500x,,,2,http://www.opentable.com/single.aspx?rid=115990,http://mobile.opentable.com/opentable/?restId=115990,https://www.opentable.com/img/restimages/115990.jpg,Chicago,IL,1647 W. Cortland St.,60622,US,,
421,III Forks - Chicago,41.885511,-87.617397,,,,2018-12-02 20:34:41.926121,2018-12-02 20:34:41.926121,Chicago / Illinois,3129384303,,,3,http://www.opentable.com/single.aspx?rid=71665,http://mobile.opentable.com/opentable/?restId=71665,https://www.opentable.com/img/restimages/71665.jpg,Chicago,IL,Upper Randolph a180 North Field Boulvard,60601,US,,
422,Pump Room-Public Hotel,41.905941,-87.628357,,,,2018-12-02 20:34:41.929017,2018-12-02 20:34:41.929017,Chicago / Illinois,3126012970,,,3,http://www.opentable.com/single.aspx?rid=68704,http://mobile.opentable.com/opentable/?restId=68704,https://www.opentable.com/img/restimages/68704.jpg,Chicago,IL,1301 N State Parkway,60610,US,,
423,Metropolitan Club,41.87886,-87.635837,,,,2018-12-02 20:34:41.932215,2018-12-02 20:34:41.932215,Chicago / Illinois,3128763200x,,,3,http://www.opentable.com/single.aspx?rid=61912,http://mobile.opentable.com/opentable/?restId=61912,https://www.opentable.com/img/restimages/61912.jpg,Chicago,IL,233 S. Wacker Drive. 67th Floor,60606,US,,
424,Ethiopian Diamond,41.993005,-87.660336,,,,2018-12-02 20:34:41.936151,2018-12-02 20:34:41.936151,Chicago / Illinois,7733386100x,,,2,http://www.opentable.com/single.aspx?rid=93946,http://mobile.opentable.com/opentable/?restId=93946,https://www.opentable.com/img/restimages/93946.jpg,Chicago,IL,6120 N Broadway,60660,US,,
425,G.E.B. (Graham Elliot Bistro),41.884187,-87.649056,,,,2018-12-02 20:34:41.938941,2018-12-02 20:34:41.938941,Chicago / Illinois,3128882258x,,,2,http://www.opentable.com/single.aspx?rid=95596,http://mobile.opentable.com/opentable/?restId=95596,https://www.opentable.com/img/restimages/95596.jpg,Chicago,IL,841 W. Randolph St.,60607,US,,
426,Essence of India,41.96507,-87.686073,,,,2018-12-02 20:34:41.941668,2018-12-02 20:34:41.941668,Chicago / Illinois,7735060002,,,2,http://www.opentable.com/single.aspx?rid=94483,http://mobile.opentable.com/opentable/?restId=94483,https://www.opentable.com/img/restimages/94483.jpg,Chicago,IL,4601 N Lincoln Ave,60625,US,,
427,Pearl Tavern,41.885305,-87.637264,,,,2018-12-02 20:34:52.507317,2018-12-02 20:34:52.507317,Chicago / Illinois,3126291030x,,,2,http://www.opentable.com/single.aspx?rid=116992,http://mobile.opentable.com/opentable/?restId=116992,https://www.opentable.com/img/restimages/116992.jpg,Chicago,IL,180 North Wacker Drive,60606,US,,
428,Stella Barra Pizzeria - Chicago,41.917617,-87.648512,,,,2018-12-02 20:34:52.511256,2018-12-02 20:34:52.511256,Chicago / Illinois,7736344101x,,,2,http://www.opentable.com/single.aspx?rid=114478,http://mobile.opentable.com/opentable/?restId=114478,https://www.opentable.com/img/restimages/114478.jpg,Chicago,IL,1954 N Halsted St,60614,US,,
429,Mezcalina,41.88501,-87.618928,,,,2018-12-02 20:34:52.515018,2018-12-02 20:34:52.515018,Chicago / Illinois,3122405000x,,,2,http://www.opentable.com/single.aspx?rid=103300,http://mobile.opentable.com/opentable/?restId=103300,https://www.opentable.com/img/restimages/103300.jpg,Chicago,IL,"333 E. Benton Pl, Ste 100",60601,US,,
430,Andies Restaurant - Lakeview,41.961515,-87.667639,,,,2018-12-02 20:34:52.517638,2018-12-02 20:34:52.517638,Chicago / Illinois,7733480654,,,2,http://www.opentable.com/single.aspx?rid=95011,http://mobile.opentable.com/opentable/?restId=95011,https://www.opentable.com/img/restimages/95011.jpg,Chicago,IL,1467 W Montrose Ave,60613,US,,
431,Epic Restaurant,41.89003,-87.631741,,,,2018-12-02 20:34:52.521167,2018-12-02 20:34:52.521167,Chicago / Illinois,3122224940,,,3,http://www.opentable.com/single.aspx?rid=36703,http://mobile.opentable.com/opentable/?restId=36703,https://www.opentable.com/img/restimages/36703.jpg,Chicago,IL,112 West Hubbard Street,60654,US,,
432,Harry Caray's 7th Inning Stretch,41.898191,-87.623782,,,,2018-12-02 20:34:52.524701,2018-12-02 20:34:52.524701,Chicago / Illinois,3122020500x,,,2,http://www.opentable.com/single.aspx?rid=139465,http://mobile.opentable.com/opentable/?restId=139465,https://www.opentable.com/img/restimages/139465.jpg,Chicago,IL,835 N Michigan Ave,60611,US,,
433,D'Cuba Restaurant,41.92381,-87.768019,,,,2018-12-02 20:34:52.532059,2018-12-02 20:34:52.532059,Chicago / Illinois,7732370900,,,2,http://www.opentable.com/single.aspx?rid=96721,http://mobile.opentable.com/opentable/?restId=96721,https://www.opentable.com/img/restimages/96721.jpg,Chicago,IL,5653 W Fullerton Ave,60639,US,,
434,Topolobampo,41.8901,-87.6311,,,,2018-12-02 20:34:52.5345,2018-12-02 20:34:52.5345,Chicago / Illinois,3126611434,,,3,http://www.opentable.com/single.aspx?rid=3253,http://mobile.opentable.com/opentable/?restId=3253,https://www.opentable.com/img/restimages/3253.jpg,Chicago,IL,445 N Clark St.,60610,US,,
435,Thai Thank You,41.940915,-87.669694,,,,2018-12-02 20:34:52.536575,2018-12-02 20:34:52.536575,Chicago / Illinois,7733487199,,,2,http://www.opentable.com/single.aspx?rid=79255,http://mobile.opentable.com/opentable/?restId=79255,https://www.opentable.com/img/restimages/79255.jpg,Chicago,IL,3248 N. Lincoln Ave,60657,US,,
436,Pizzeria Ora,41.908183,-87.634163,,,,2018-12-02 20:34:52.538885,2018-12-02 20:34:52.538885,Chicago / Illinois,3124641872,,,2,http://www.opentable.com/single.aspx?rid=100597,http://mobile.opentable.com/opentable/?restId=100597,https://www.opentable.com/img/restimages/100597.jpg,Chicago,IL,545 N LaSalle Street,60610,US,,
437,Riva Crabhouse on Navy Pier,41.8919,-87.6092,,,,2018-12-02 20:34:52.541186,2018-12-02 20:34:52.541186,Chicago / Illinois,3126447482x,,,3,http://www.opentable.com/single.aspx?rid=2684,http://mobile.opentable.com/opentable/?restId=2684,https://www.opentable.com/img/restimages/2684.jpg,Chicago,IL,700 E Grand Ave,60611,US,,
438,Centro,41.890042,-87.628369,,,,2018-12-02 20:34:52.543625,2018-12-02 20:34:52.543625,Chicago / Illinois,3129887775x,,,3,http://www.opentable.com/single.aspx?rid=47806,http://mobile.opentable.com/opentable/?restId=47806,https://www.opentable.com/img/restimages/47806.jpg,Chicago,IL,6 W Hubbard,60654,US,,
439,Carmichaels Steakhouse,41.880619,-87.654071,,,,2018-12-02 20:34:52.546364,2018-12-02 20:34:52.546364,Chicago / Illinois,3124330025,,,3,http://www.opentable.com/single.aspx?rid=36799,http://mobile.opentable.com/opentable/?restId=36799,https://www.opentable.com/img/restimages/36799.jpg,Chicago,IL,1052 West Monroe,60607,US,,
440,Riccardo Enoteca,41.920626,-87.637602,,,,2018-12-02 20:34:52.549427,2018-12-02 20:34:52.549427,Chicago / Illinois,7735495010x,,,2,http://www.opentable.com/single.aspx?rid=99751,http://mobile.opentable.com/opentable/?restId=99751,https://www.opentable.com/img/restimages/99751.jpg,Chicago,IL,2116 N Clark St,60614,US,,
441,Gene and Georgetti,41.890917,-87.635706,,,,2018-12-02 20:34:52.55182,2018-12-02 20:34:52.55182,Chicago / Illinois,3125273718,,,3,http://www.opentable.com/single.aspx?rid=51937,http://mobile.opentable.com/opentable/?restId=51937,https://www.opentable.com/img/restimages/51937.jpg,Chicago,IL,500 N. Franklin,60654,US,,
442,Chicago Cut Steakhouse,41.888045,-87.632516,,,,2018-12-02 20:34:52.554207,2018-12-02 20:34:52.554207,Chicago / Illinois,3123291800,,,3,http://www.opentable.com/single.aspx?rid=47026,http://mobile.opentable.com/opentable/?restId=47026,https://www.opentable.com/img/restimages/47026.jpg,Chicago,IL,300 N LaSalle,60654,US,,
443,Chez Moi,41.920092,-87.648784,,,,2018-12-02 20:34:52.557541,2018-12-02 20:34:52.557541,Chicago / Illinois,7738712100x,,,2,http://www.opentable.com/single.aspx?rid=84754,http://mobile.opentable.com/opentable/?restId=84754,https://www.opentable.com/img/restimages/84754.jpg,Chicago,IL,2100 N Halsted St,60614,US,,
444,Thai Oscar,41.966024,-87.688891,,,,2018-12-02 20:34:52.560295,2018-12-02 20:34:52.560295,Chicago / Illinois,7738785922,,,2,http://www.opentable.com/single.aspx?rid=70090,http://mobile.opentable.com/opentable/?restId=70090,https://www.opentable.com/img/restimages/70090.jpg,Chicago,IL,4638 N. Western,60625,US,,
445,Cantina Laredo - Chicago,41.891267,-87.62808,,,,2018-12-02 20:34:52.563416,2018-12-02 20:34:52.563416,Chicago / Illinois,3129550014,,,2,http://www.opentable.com/single.aspx?rid=69820,http://mobile.opentable.com/opentable/?restId=69820,https://www.opentable.com/img/restimages/69820.jpg,Chicago,IL,508 N. State St.,60654,US,,
446,Sai Cafe,41.918496,-87.653485,,,,2018-12-02 20:34:52.565986,2018-12-02 20:34:52.565986,Chicago / Illinois,7734728080,,,3,http://www.opentable.com/single.aspx?rid=57484,http://mobile.opentable.com/opentable/?restId=57484,https://www.opentable.com/img/restimages/57484.jpg,Chicago,IL,2010 N. Sheffield,60614,US,,
447,Nightwood,41.853508,-87.646217,,,,2018-12-02 20:34:52.568473,2018-12-02 20:34:52.568473,Chicago / Illinois,3125263385x,,,3,http://www.opentable.com/single.aspx?rid=44653,http://mobile.opentable.com/opentable/?restId=44653,https://www.opentable.com/img/restimages/44653.jpg,Chicago,IL,2119 S Halsted,60608,US,,
448,Brasserie by LM,41.871447,-87.6244,,,,2018-12-02 20:34:52.570495,2018-12-02 20:34:52.570495,Chicago / Illinois,3124311788x,,,2,http://www.opentable.com/single.aspx?rid=85528,http://mobile.opentable.com/opentable/?restId=85528,https://www.opentable.com/img/restimages/85528.jpg,Chicago,IL,800 S. Michigan Ave,60605,US,,
449,Himmel's,41.968542,-87.686091,,,,2018-12-02 20:34:52.572599,2018-12-02 20:34:52.572599,Chicago / Illinois,7737848777x,,,2,http://www.opentable.com/single.aspx?rid=83824,http://mobile.opentable.com/opentable/?restId=83824,https://www.opentable.com/img/restimages/83824.jpg,Chicago,IL,2251 W Lawrence Ave,60625,US,,
450,Kinmont,41.895344,-87.639406,,,,2018-12-02 20:34:52.575016,2018-12-02 20:34:52.575016,Chicago / Illinois,3129150011x,,,2,http://www.opentable.com/single.aspx?rid=127018,http://mobile.opentable.com/opentable/?restId=127018,https://www.opentable.com/img/restimages/127018.jpg,Chicago,IL,419 W Superior St,60654,US,,
451,Kizin Creole Restaurant,42.01927,-87.688076,,,,2018-12-02 20:34:52.577788,2018-12-02 20:34:52.577788,Chicago / Illinois,7739617275,,,2,http://www.opentable.com/single.aspx?rid=107893,http://mobile.opentable.com/opentable/?restId=107893,https://www.opentable.com/img/restimages/107893.jpg,Chicago,IL,2311 W. Howard St.,60645,US,,
452,mEAT on Chestnut,41.898294,-87.621218,,,,2018-12-02 20:35:04.937818,2018-12-02 20:35:04.937818,Chicago / Illinois,7733288320x,,,2,http://www.opentable.com/single.aspx?rid=103147,http://mobile.opentable.com/opentable/?restId=103147,https://www.opentable.com/img/restimages/103147.jpg,Chicago,IL,215 E Chestnut St,60611,US,,
453,Black Bull,41.903188,-87.670846,,,,2018-12-02 20:35:04.943015,2018-12-02 20:35:04.943015,Chicago / Illinois,7732278600x,,,2,http://www.opentable.com/single.aspx?rid=110179,http://mobile.opentable.com/opentable/?restId=110179,https://www.opentable.com/img/restimages/110179.jpg,Chicago,IL,1721 W Division St,60622,US,,
454,RPM Italian,41.890959,-87.629948,,,,2018-12-02 20:35:04.945567,2018-12-02 20:35:04.945567,Chicago / Illinois,3122221888x,,,2,http://www.opentable.com/single.aspx?rid=80437,http://mobile.opentable.com/opentable/?restId=80437,https://www.opentable.com/img/restimages/80437.jpg,Chicago,IL,52 West Illinois,60654,US,,
455,Uncommon Ground-Edgewater,41.997949,-87.665601,,,,2018-12-02 20:35:04.948287,2018-12-02 20:35:04.948287,Chicago / Illinois,7734659801,,,2,http://www.opentable.com/single.aspx?rid=150808,http://mobile.opentable.com/opentable/?restId=150808,https://www.opentable.com/img/restimages/150808.jpg,Chicago,IL,1401 W Devon Ave.,60660,US,,
456,Tamarind - Chicago,41.873853,-87.626188,,,,2018-12-02 20:35:04.95113,2018-12-02 20:35:04.95113,Chicago / Illinois,3123790970,,,2,http://www.opentable.com/single.aspx?rid=79825,http://mobile.opentable.com/opentable/?restId=79825,https://www.opentable.com/img/restimages/79825.jpg,Chicago,IL,614 S. Wabash St,60605,US,,
457,Seasons 52 - Chicago,41.891596,-87.626811,,,,2018-12-02 20:35:04.953579,2018-12-02 20:35:04.953579,Chicago / Illinois,3128321752x,,,3,http://www.opentable.com/single.aspx?rid=111661,http://mobile.opentable.com/opentable/?restId=111661,https://www.opentable.com/img/restimages/111661.jpg,Chicago,IL,55 East Grand Ave.,60611,US,,
458,The Bristol,41.921076,-87.677849,,,,2018-12-02 20:35:04.956311,2018-12-02 20:35:04.956311,Chicago / Illinois,7738625555x,,,2,http://www.opentable.com/single.aspx?rid=72625,http://mobile.opentable.com/opentable/?restId=72625,https://www.opentable.com/img/restimages/72625.jpg,Chicago,IL,2152 N Damen,60647,US,,
459,RM Champagne Salon,41.883883,-87.64858,,,,2018-12-02 20:35:04.959062,2018-12-02 20:35:04.959062,Chicago / Illinois,3122431199,,,2,http://www.opentable.com/single.aspx?rid=93550,http://mobile.opentable.com/opentable/?restId=93550,https://www.opentable.com/img/restimages/93550.jpg,Chicago,IL,116 N Green St.,60607,US,,
460,Cocello,41.889925,-87.638317,,,,2018-12-02 20:35:04.961128,2018-12-02 20:35:04.961128,Chicago / Illinois,312-888-9195x,,,2,http://www.opentable.com/single.aspx?rid=111241,http://mobile.opentable.com/opentable/?restId=111241,https://www.opentable.com/img/restimages/111241.jpg,Chicago,IL,354 West Hubbard Street,60654,US,,
461,Hubble Hookah,41.940183,-87.80695,,,,2018-12-02 20:35:04.96343,2018-12-02 20:35:04.96343,Chicago / Illinois,7736373600,,,2,http://www.opentable.com/single.aspx?rid=99856,http://mobile.opentable.com/opentable/?restId=99856,https://www.opentable.com/img/restimages/99856.jpg,Chicago,IL,3308 N Harlem Ave,60634,US,,
462,Lao Sze Chuan Uptown,41.969966,-87.659724,,,,2018-12-02 20:35:04.965743,2018-12-02 20:35:04.965743,Chicago / Illinois,7732934653,,,2,http://www.opentable.com/single.aspx?rid=113353,http://mobile.opentable.com/opentable/?restId=113353,https://www.opentable.com/img/restimages/113353.jpg,Chicago,IL,4832 N Broadway Ave,60632,US,,
463,Restaurant Sarajevo,41.968292,-87.696513,,,,2018-12-02 20:35:04.968256,2018-12-02 20:35:04.968256,Chicago / Illinois,7732755310,,,2,http://www.opentable.com/single.aspx?rid=100018,http://mobile.opentable.com/opentable/?restId=100018,https://www.opentable.com/img/restimages/100018.jpg,Chicago,IL,2701 W Lawrence Ave,60625,US,,
464,Filini Restaurant and Bar-Radisson Blu Aqua Hotel,41.884762,-87.61655,,,,2018-12-02 20:35:04.976315,2018-12-02 20:35:04.976315,Chicago / Illinois,3124770234,,,3,http://www.opentable.com/single.aspx?rid=70144,http://mobile.opentable.com/opentable/?restId=70144,https://www.opentable.com/img/restimages/70144.jpg,Chicago,IL,221 N Columbus Drive,60601,US,,
465,Tortoise Club,41.887835,-87.62829,,,,2018-12-02 20:35:04.97975,2018-12-02 20:35:04.97975,Chicago / Illinois,3127551700x,,,2,http://www.opentable.com/single.aspx?rid=99280,http://mobile.opentable.com/opentable/?restId=99280,https://www.opentable.com/img/restimages/99280.jpg,Chicago,IL,350 N State Street,60654,US,,
466,Pazzo's Cucina Italiana - 101 N Wacker Dr,41.883514,-87.63656,,,,2018-12-02 20:35:04.982386,2018-12-02 20:35:04.982386,Chicago / Illinois,3122011100,,,2,http://www.opentable.com/single.aspx?rid=98176,http://mobile.opentable.com/opentable/?restId=98176,https://www.opentable.com/img/restimages/98176.jpg,Chicago,IL,101 N Wacker Dr,60606,US,,
467,Pizzeria da Nella,41.925117,-87.665013,,,,2018-12-02 20:35:04.985024,2018-12-02 20:35:04.985024,Chicago / Illinois,7732816600x,,,2,http://www.opentable.com/single.aspx?rid=100519,http://mobile.opentable.com/opentable/?restId=100519,https://www.opentable.com/img/restimages/100519.jpg,Chicago,IL,1443 West Fullerton Avenue,60614,US,,
468,Due Lire,41.963772,-87.685529,,,,2018-12-02 20:35:04.987513,2018-12-02 20:35:04.987513,Chicago / Illinois,7732757878x,,,2,http://www.opentable.com/single.aspx?rid=102070,http://mobile.opentable.com/opentable/?restId=102070,https://www.opentable.com/img/restimages/102070.jpg,Chicago,IL,4520 N Lincoln Ave,60625,US,,
469,John & Tony's,41.908031,-88.155116,,,,2018-12-02 20:35:04.989879,2018-12-02 20:35:04.989879,Chicago / Illinois,630-520-0593x,,,2,http://www.opentable.com/single.aspx?rid=148276,http://mobile.opentable.com/opentable/?restId=148276,https://www.opentable.com/img/restimages/148276.jpg,West Chicago,IL,27 W 371 North Ave,60185,US,,
470,Tac Quick,41.953609,-87.654656,,,,2018-12-02 20:35:04.992133,2018-12-02 20:35:04.992133,Chicago / Illinois,7733275253,,,2,http://www.opentable.com/single.aspx?rid=115597,http://mobile.opentable.com/opentable/?restId=115597,https://www.opentable.com/img/restimages/115597.jpg,Chicago,IL,3930 N. Sheridan Road,60613,US,,
471,Ron of Japan - Chicago,41.89328,-87.621416,,,,2018-12-02 20:35:04.994531,2018-12-02 20:35:04.994531,Chicago / Illinois,3126446500x,,,3,http://www.opentable.com/single.aspx?rid=98188,http://mobile.opentable.com/opentable/?restId=98188,https://www.opentable.com/img/restimages/98188.jpg,Chicago,IL,230 E. Ontario,60611,US,,
472,Tilted Kilt,41.88273,-87.625948,,,,2018-12-02 20:35:04.997822,2018-12-02 20:35:04.997822,Chicago / Illinois,3122695580,,,2,http://www.opentable.com/single.aspx?rid=93040,http://mobile.opentable.com/opentable/?restId=93040,https://www.opentable.com/img/restimages/93040.jpg,Chicago,IL,17 N Wabash,60602,US,,
473,Fleming's Steakhouse - Chicago,41.892465,-87.627077,,,,2018-12-02 20:35:05.001402,2018-12-02 20:35:05.001402,Chicago / Illinois,3123299463,,,3,http://www.opentable.com/single.aspx?rid=39910,http://mobile.opentable.com/opentable/?restId=39910,https://www.opentable.com/img/restimages/39910.jpg,Chicago,IL,25 East Ohio Street,60611,US,,
474,Melao Latin Cuisine,41.953477,-87.67813,,,,2018-12-02 20:35:05.003852,2018-12-02 20:35:05.003852,Chicago / Illinois,7738684501,,,2,http://www.opentable.com/single.aspx?rid=98353,http://mobile.opentable.com/opentable/?restId=98353,https://www.opentable.com/img/restimages/98353.jpg,Chicago,IL,3941 N Lincoln Ave,60613,US,,
475,Arami,41.895829,-87.673353,,,,2018-12-02 20:35:05.00626,2018-12-02 20:35:05.00626,Chicago / Illinois,3122431535x,,,3,http://www.opentable.com/single.aspx?rid=43021,http://mobile.opentable.com/opentable/?restId=43021,https://www.opentable.com/img/restimages/43021.jpg,Chicago,IL,1829 West Chicago Avenue,60622,US,,
476,I Monelli Trattoria Pizzeria,41.972915,-87.688848,,,,2018-12-02 20:35:05.0085,2018-12-02 20:35:05.0085,Chicago / Illinois,7735618499,,,2,http://www.opentable.com/single.aspx?rid=93373,http://mobile.opentable.com/opentable/?restId=93373,https://www.opentable.com/img/restimages/93373.jpg,Chicago,IL,5019 N Western Ave,60625,US,,
477,Benny's Chop House,41.890752,-87.6267,,,,2018-12-02 20:35:13.424596,2018-12-02 20:35:13.424596,Chicago / Illinois,3126262444x,,,3,http://www.opentable.com/single.aspx?rid=41701,http://mobile.opentable.com/opentable/?restId=41701,https://www.opentable.com/img/restimages/41701.jpg,Chicago,IL,444 N. Wabash Avenue,60611,US,,
478,Don Juan Restaurante,42.003314,-87.817353,,,,2018-12-02 20:35:13.431141,2018-12-02 20:35:13.431141,Chicago / Illinois,7737756438,,,2,http://www.opentable.com/single.aspx?rid=102859,http://mobile.opentable.com/opentable/?restId=102859,https://www.opentable.com/img/restimages/102859.jpg,Chicago,IL,6730 N Northwest Hwy,60631,US,,
479,Piccolo Sogno Due,41.888599,-87.631079,,,,2018-12-02 20:35:13.439342,2018-12-02 20:35:13.439342,Chicago / Illinois,3128220077,,,3,http://www.opentable.com/single.aspx?rid=87631,http://mobile.opentable.com/opentable/?restId=87631,https://www.opentable.com/img/restimages/87631.jpg,Chicago,IL,340 N Clark St,60654,US,,
480,Bella Notte,41.891142,-87.661857,,,,2018-12-02 20:35:13.442457,2018-12-02 20:35:13.442457,Chicago / Illinois,3127335136x,,,2,http://www.opentable.com/single.aspx?rid=97942,http://mobile.opentable.com/opentable/?restId=97942,https://www.opentable.com/img/restimages/97942.jpg,Chicago,IL,1374 W Grand Ave,60642,US,,
481,Raj Darbar Indian Restaurant,41.93095,-87.649054,,,,2018-12-02 20:35:13.445096,2018-12-02 20:35:13.445096,Chicago / Illinois,7733481010,,,2,http://www.opentable.com/single.aspx?rid=91249,http://mobile.opentable.com/opentable/?restId=91249,https://www.opentable.com/img/restimages/91249.jpg,Chicago,IL,2660 N Halsted Street,60614,US,,
482,Sol De Mexico,41.935748,-87.746776,,,,2018-12-02 20:35:13.447517,2018-12-02 20:35:13.447517,Chicago / Illinois,7732824119,,,2,http://www.opentable.com/single.aspx?rid=64078,http://mobile.opentable.com/opentable/?restId=64078,https://www.opentable.com/img/restimages/64078.jpg,Chicago,IL,3018 N. Cicero,60641,US,,
483,Me dee Cafe,41.968964,-87.679156,,,,2018-12-02 20:35:13.449904,2018-12-02 20:35:13.449904,Chicago / Illinois,7739894444,,,2,http://www.opentable.com/single.aspx?rid=67630,http://mobile.opentable.com/opentable/?restId=67630,https://www.opentable.com/img/restimages/67630.jpg,Chicago,IL,4805 N. Damen,60625,US,,
484,Moon Palace Restaurant,41.852901,-87.632425,,,,2018-12-02 20:35:13.452224,2018-12-02 20:35:13.452224,Chicago / Illinois,3122254081,,,2,http://www.opentable.com/single.aspx?rid=63262,http://mobile.opentable.com/opentable/?restId=63262,https://www.opentable.com/img/restimages/63262.jpg,Chicago,IL,216 W. Cermak Rd,60616,US,,
485,Feast - Bucktown,41.91118,-87.677744,,,,2018-12-02 20:35:13.455072,2018-12-02 20:35:13.455072,Chicago / Illinois,7737727100x,,,2,http://www.opentable.com/single.aspx?rid=27004,http://mobile.opentable.com/opentable/?restId=27004,https://www.opentable.com/img/restimages/27004.jpg,Chicago,IL,1616 N. Damen Ave,60614,US,,
486,Jack's on Halsted,41.940148,-87.649144,,,,2018-12-02 20:35:13.457921,2018-12-02 20:35:13.457921,Chicago / Illinois,7732449191x,,,2,http://www.opentable.com/single.aspx?rid=99709,http://mobile.opentable.com/opentable/?restId=99709,https://www.opentable.com/img/restimages/99709.jpg,Chicago,IL,3201 N Halsted St,60657,US,,
487,Anna Maria Pasteria,41.961862,-87.666177,,,,2018-12-02 20:35:13.460674,2018-12-02 20:35:13.460674,Chicago / Illinois,7735062662,,,3,http://www.opentable.com/single.aspx?rid=69766,http://mobile.opentable.com/opentable/?restId=69766,https://www.opentable.com/img/restimages/69766.jpg,Chicago,IL,4400 N. Clark,60640,US,,
